"a","birthPlaceLabel","nationalityLabel","deathPlaceLabel"
"http://dbpedia.org/resource/Bryce_Courtenay","Johannesburg",,
"http://dbpedia.org/resource/Keorapetse_Kgositsile","Johannesburg",,
"http://dbpedia.org/resource/Haruki_Murakami","Kyoto",,
"http://dbpedia.org/resource/Yukito_Ayatsuji","Kyoto",,
"http://dbpedia.org/resource/Mohsin_Hamid","Lahore",,
"http://dbpedia.org/resource/Agha_Shorish_Kashmiri","Lahore",,
"http://dbpedia.org/resource/Joe_Haldeman","Oklahoma City",,
"http://dbpedia.org/resource/Ron_Hansen_(novelist)","Omaha, Nebraska",,
"http://dbpedia.org/resource/Volodymyr_Antonovych","Russian Empire",,
"http://dbpedia.org/resource/Apollo_Korzeniowski","Russian Empire",,
"http://dbpedia.org/resource/Vsevolod_Ivanov","Russian Empire",,
"http://dbpedia.org/resource/Marie_Under","Russian Empire",,
"http://dbpedia.org/resource/Shmuel_Ben-Artzi","Russian Empire",,
"http://dbpedia.org/resource/Vladimir_Mayakovsky","Russian Empire",,
"http://dbpedia.org/resource/Sholem_Aleichem","Russian Empire",,
"http://dbpedia.org/resource/Aleksandrs_Grīns","Russian Empire",,
"http://dbpedia.org/resource/Alexander_Radishchev","Russian Empire",,
"http://dbpedia.org/resource/Alexander_Serafimovich","Russian Empire",,
"http://dbpedia.org/resource/Ayn_Rand","Russian Empire",,
"http://dbpedia.org/resource/Alexander_Ertel","Russian Empire",,
"http://dbpedia.org/resource/Alexander_Veltman","Russian Empire",,
"http://dbpedia.org/resource/Ivan_Yefremov","Russian Empire",,
"http://dbpedia.org/resource/Nikolai_Naumov","Russian Empire",,
"http://dbpedia.org/resource/Alexander_Polezhayev","Russian Empire",,
"http://dbpedia.org/resource/Alexander_Stepanovich_Yakovlev","Russian Empire",,
"http://dbpedia.org/resource/Nathan_Alterman","Russian Empire",,
"http://dbpedia.org/resource/Anni_Blomqvist","Russian Empire",,
"http://dbpedia.org/resource/Pavel_Annenkov","Russian Empire",,
"http://dbpedia.org/resource/Atis_Kronvalds","Russian Empire",,
"http://dbpedia.org/resource/Shaikhzada_Babich","Russian Empire",,
"http://dbpedia.org/resource/Francišak_Bahuševič","Russian Empire",,
"http://dbpedia.org/resource/Alexei_Sholokhov","Russian Federation",,
"http://dbpedia.org/resource/Joseph_Brodsky","Russian SFSR",,
"http://dbpedia.org/resource/Luigi_Pirandello","Sicily",,
"http://dbpedia.org/resource/Zlata_Filipović","Socialist Federal Republic of Yugoslavia",,
"http://dbpedia.org/resource/Sherman_Alexie","Spokane, Washington",,
"http://dbpedia.org/resource/Alberto_Methol_Ferré","Uruguay",,
"http://dbpedia.org/resource/Anshuman_Tiwari","Uttar Pradesh",,
"http://dbpedia.org/resource/Balbir_Singh_%22Rang%22","Uttar Pradesh",,
"http://dbpedia.org/resource/Frank_Arnau","Vienna",,
"http://dbpedia.org/resource/Annemarie_Selinko","Vienna",,
"http://dbpedia.org/resource/Alexander_Tarasov-Rodionov","Kazan",,
"http://dbpedia.org/resource/Luigi_Pirandello","Kingdom of Italy",,
"http://dbpedia.org/resource/Alessandro_Verri","Milan",,
"http://dbpedia.org/resource/Gro_Dahle","Oslo",,
"http://dbpedia.org/resource/Annie_Riis","Oslo",,
"http://dbpedia.org/resource/Annie_Lanzillotto","The Bronx",,
"http://dbpedia.org/resource/Frank_De_Felitta","The Bronx",,
"http://dbpedia.org/resource/Arthur_Braverman","The Bronx",,
"http://dbpedia.org/resource/Kumaran_Asan","Thiruvananthapuram",,
"http://dbpedia.org/resource/Apirana_Taylor","Wellington",,
"http://dbpedia.org/resource/María_Bibiana_Benítez","Aguadilla, Puerto Rico",,
"http://dbpedia.org/resource/Asad_Shabbir","Ankara",,
"http://dbpedia.org/resource/Anuradha_Sharma_Pujari","Assam",,
"http://dbpedia.org/resource/Bhubanmohan_Baruah","Assam",,
"http://dbpedia.org/resource/Atul_Chandra_Hazarika","Assam",,
"http://dbpedia.org/resource/Antonis_Fostieris","Athens",,
"http://dbpedia.org/resource/Alexis_Panselinos","Athens",,
"http://dbpedia.org/resource/Athos_Dimoulas","Athens",,
"http://dbpedia.org/resource/Kiki_Dimoula","Athens",,
"http://dbpedia.org/resource/Annette_Curtis_Klause","Bristol",,
"http://dbpedia.org/resource/Alan_Zweibel","Brooklyn",,
"http://dbpedia.org/resource/John_Rechy","El Paso, Texas",,
"http://dbpedia.org/resource/Anne_Marie_Miller","Fort Worth, Texas",,
"http://dbpedia.org/resource/Anne_Deveson","Kuala Lumpur",,
"http://dbpedia.org/resource/Antony_Dunn","London, England",,
"http://dbpedia.org/resource/Anne_Szumigalski","London, England",,
"http://dbpedia.org/resource/Alfred_F._Johnson","Nottingham",,
"http://dbpedia.org/resource/Arkady_Davidowitz","Voronezh",,
"http://dbpedia.org/resource/Alexander_Ertel","Voronezh",,
"http://dbpedia.org/resource/Anvar_Mammadkhanli","Azerbaijan",,
"http://dbpedia.org/resource/Baba_Punhan","Azerbaijan",,
"http://dbpedia.org/resource/Mirza_Alakbar_Sabir","Azerbaijan",,
"http://dbpedia.org/resource/David_Renwick","Bedfordshire",,
"http://dbpedia.org/resource/Antonio_Neri","Florence",,
"http://dbpedia.org/resource/Antonio_de_Ferraris","Kingdom of Naples",,
"http://dbpedia.org/resource/Anwaar_Ahmad","Multan",,
"http://dbpedia.org/resource/Joan_D._Vinge","Baltimore",,
"http://dbpedia.org/resource/Anne_Devlin_(writer)","Belfast",,
"http://dbpedia.org/resource/Alex_Gray_(author)","Glasgow",,
"http://dbpedia.org/resource/Armstrong_Sperry","New Haven, CT",,
"http://dbpedia.org/resource/Cristin_O'Keefe_Aptowicz","Philadelphia, Pennsylvania",,
"http://dbpedia.org/resource/Josh_Schwartz","Providence, Rhode Island",,
"http://dbpedia.org/resource/Naomi_Shihab_Nye","St. Louis",,
"http://dbpedia.org/resource/Naomi_Shihab_Nye","St. Louis, Missouri",,
"http://dbpedia.org/resource/Emmanuel_Hocquard","Cannes",,
"http://dbpedia.org/resource/Marc_Brown_(author)","Erie, Pennsylvania",,
"http://dbpedia.org/resource/Alurista","Mexico City",,
"http://dbpedia.org/resource/Laura_Esquivel","Mexico City",,
"http://dbpedia.org/resource/Babaji_Singh","Mexico City",,
"http://dbpedia.org/resource/Martin_Cruz_Smith","Reading, Pennsylvania",,
"http://dbpedia.org/resource/Alfonso_Vallejo","Santander, Spain",,
"http://dbpedia.org/resource/Antonio_Somma","Udine",,
"http://dbpedia.org/resource/Juan_Arnau","Valencia",,
"http://dbpedia.org/resource/Vicente_Aleixandre","Seville",,
"http://dbpedia.org/resource/Annie_Lanzillotto","Bronx",,
"http://dbpedia.org/resource/Arthur_Braverman","Bronx",,
"http://dbpedia.org/resource/Albert_Cossery","Cairo",,
"http://dbpedia.org/resource/Anne_Bragance","Casablanca",,
"http://dbpedia.org/resource/Muriel_Barbery","Casablanca",,
"http://dbpedia.org/resource/Alexander_Cordell","Ceylon",,
"http://dbpedia.org/resource/Michael_Morpurgo","Hertfordshire",,
"http://dbpedia.org/resource/Rubén_Darío","Nicaragua",,
"http://dbpedia.org/resource/Arturo_Castiglioni","Trieste",,
"http://dbpedia.org/resource/Lars_Muhl","Aarhus",,
"http://dbpedia.org/resource/Scott_Moore_(screenwriter)","Honolulu, Hawaii",,
"http://dbpedia.org/resource/Alexander_Zorich","Kharkiv",,
"http://dbpedia.org/resource/Joseph_Brodsky","Leningrad",,
"http://dbpedia.org/resource/Alexander_Gordon_Smith","Norwich",,
"http://dbpedia.org/resource/Donald_Wandrei","Saint Paul, Minnesota",,
"http://dbpedia.org/resource/Alex_Finlayson","Tyler, Texas",,
"http://dbpedia.org/resource/Ramesh_Chandra_Jha","Bihar",,
"http://dbpedia.org/resource/Anne_Plichota","Dijon",,
"http://dbpedia.org/resource/Enrique_Gil_Gilbert","Guayaquil",,
"http://dbpedia.org/resource/Liang_Yusheng","Republic of China (1912–49)",,
"http://dbpedia.org/resource/Chairil_Anwar","Medan",,
"http://dbpedia.org/resource/Annie_Romein-Verschoor","Nijmegen",,
"http://dbpedia.org/resource/Bas_Heijne","Nijmegen",,
"http://dbpedia.org/resource/Arnulf_Zitelmann","Oberhausen",,
"http://dbpedia.org/resource/Zlata_Filipović","Sarajevo",,
"http://dbpedia.org/resource/Anne-Marie_Baiynd","Port of Spain",,
"http://dbpedia.org/resource/Toni_Weisskopf","Waltham, Massachusetts",,
"http://dbpedia.org/resource/Aleksandra_Ziółkowska-Boehm","People's Republic of Poland",,
"http://dbpedia.org/resource/Gyula_Juhász_(poet)","Szeged",,
"http://dbpedia.org/resource/Nikolai_Naumov","Tobolsk",,
"http://dbpedia.org/resource/Svein_Nyhus","Tønsberg",,
"http://dbpedia.org/resource/Anne_Bøe","Ålesund",,
"http://dbpedia.org/resource/Arild_Rypdal","Ålesund",,
"http://dbpedia.org/resource/Alejandrina_Benítez_de_Gautier","Mayagüez, Puerto Rico",,
"http://dbpedia.org/resource/Anne_Cluysenaar","Brussels, Belgium",,
"http://dbpedia.org/resource/Assotto_Saint","Les Cayes",,
"http://dbpedia.org/resource/David_Wiesner","Bridgewater, New Jersey",,
"http://dbpedia.org/resource/Aleksandrs_Čaks","Russian empire",,
"http://dbpedia.org/resource/Christopher_Awdry","Devizes",,
"http://dbpedia.org/resource/B._S._Johnson","Hammersmith",,
"http://dbpedia.org/resource/Bimal_Kar","Bengal",,
"http://dbpedia.org/resource/Alessandro_Verri","Duchy of Milan",,
"http://dbpedia.org/resource/Alexander_Isaakovich_Gelman","Donduşeni",,
"http://dbpedia.org/resource/Alexander_Isaakovich_Gelman","Dondușeni",,
"http://dbpedia.org/resource/Vasile_Cârlova","Wallachia",,
"http://dbpedia.org/resource/Alexander_of_Villedieu","Villedieu-les-Poêles",,
"http://dbpedia.org/resource/Anne_Hendershott","Waterbury",,
"http://dbpedia.org/resource/Sydney_Box","London Borough of Bromley",,
"http://dbpedia.org/resource/Anne-Pia_Nygård","Gloppen",,
"http://dbpedia.org/resource/Anne_Froelick","Hinsdale, Massachusetts",,
"http://dbpedia.org/resource/Anne_Haverty","Holycross",,
"http://dbpedia.org/resource/Anne-Marie_Baiynd","Port of Spain, Trinidad",,
"http://dbpedia.org/resource/Anne-Cath._Vestly","Rena, Norway",,
"http://dbpedia.org/resource/Anne_Hébert","Sainte-Catherine-de-la-Jacques-Cartier",,
"http://dbpedia.org/resource/Anne-Pia_Nygård","Sandane",,
"http://dbpedia.org/resource/Anne_Gray_McCready","Williams Bay, Wisconsin",,
"http://dbpedia.org/resource/Anne_Hart_(Canadian_author)","Winnipeg, Manitoba, Canada",,
"http://dbpedia.org/resource/Annie_Romein-Verschoor","Hatert",,
"http://dbpedia.org/resource/Annie_Finch","New Rochelle",,
"http://dbpedia.org/resource/Antonio_de_Ferraris","Galatone",,
"http://dbpedia.org/resource/Antonio_de_Ferraris","Southern Italy",,
"http://dbpedia.org/resource/Antonio_Muñoz_Molina","Úbeda, Jaén",,
"http://dbpedia.org/resource/Anvar_Mammadkhanli","Goycay",,
"http://dbpedia.org/resource/April_FitzLyon","Langton Herring",,
"http://dbpedia.org/resource/Apuleius","M'Daourouch",,
"http://dbpedia.org/resource/Apuleius","Madaurus",,
"http://dbpedia.org/resource/Ariadna_Scriabina","Bogliasco",,
"http://dbpedia.org/resource/Arild_Stubhaug","Naustdal",,
"http://dbpedia.org/resource/Asaf_Ali_Asghar_Fyzee","Matheran",,
"http://dbpedia.org/resource/Asbjørn_Øverås","Nesset",,
"http://dbpedia.org/resource/Aslaug_Vaa","Rauland",,
"http://dbpedia.org/resource/Henry_M._Eichner","Cleveland",,
"http://dbpedia.org/resource/Alexander_Goldstein_(writer)","Estonia",,
"http://dbpedia.org/resource/Benjamin_Fondane","Iași",,
"http://dbpedia.org/resource/Arun_Budhathoki","Nepal",,
"http://dbpedia.org/resource/Alexandros_Rizos_Rangavis","Ottoman Empire",,
"http://dbpedia.org/resource/Celadet_Bedir_Khan","Ottoman Empire",,
"http://dbpedia.org/resource/Elliott_J._Clawson","Salt Lake City",,
"http://dbpedia.org/resource/Jennifer_A._Nielsen","Utah",,
"http://dbpedia.org/resource/Elliott_J._Clawson","Utah",,
"http://dbpedia.org/resource/Alexander_Chalmers","Aberdeen",,
"http://dbpedia.org/resource/Alexander_Ross_(writer)","Aberdeen",,
"http://dbpedia.org/resource/Alexander_Baron","Berkshire",,
"http://dbpedia.org/resource/Dakshinaranjan_Mitra_Majumder","Dhaka",,
"http://dbpedia.org/resource/Cyril_Aldred","Fulham",,
"http://dbpedia.org/resource/Alex_Grant_(poet)","Greenock",,
"http://dbpedia.org/resource/Allan_Loeb","Highland Park, Illinois",,
"http://dbpedia.org/resource/Arun_Budhathoki","Kathmandu",,
"http://dbpedia.org/resource/Anusree_Roy","Kolkata",,
"http://dbpedia.org/resource/Albert_Flynn_DeSilver","Norwalk, Connecticut",,
"http://dbpedia.org/resource/Nick_Lyon","Pocatello, Idaho",,
"http://dbpedia.org/resource/Barbara_Robinson_(author)","Portsmouth",,
"http://dbpedia.org/resource/Bai_Juyi","Shanxi",,
"http://dbpedia.org/resource/Charles_Shaw_(writer)","South Melbourne, Victoria",,
"http://dbpedia.org/resource/Aya_Kitō","Toyohashi",,
"http://dbpedia.org/resource/Anne_Hendershott","Waterbury, Connecticut",,
"http://dbpedia.org/resource/Chike_Obi","Nigeria",,
"http://dbpedia.org/resource/Alberto_Edwards","Valparaíso",,
"http://dbpedia.org/resource/José_Gautier_Benítez","Caguas, Puerto Rico",,
"http://dbpedia.org/resource/Annette_Lapointe","Saskatchewan",,
"http://dbpedia.org/resource/Anne_Chislett","St. John's, Newfoundland and Labrador",,
"http://dbpedia.org/resource/Michael_Morpurgo","St Albans",,
"http://dbpedia.org/resource/Anne_Chislett","Newfoundland and Labrador",,
"http://dbpedia.org/resource/Alexander_Brome","City of London",,
"http://dbpedia.org/resource/Anwar_Maqsood_Hameedi","Hyderabad State",,
"http://dbpedia.org/resource/Alessia_Gazzola","Messina",,
"http://dbpedia.org/resource/Alexander_Isaakovich_Gelman","Moldova",,
"http://dbpedia.org/resource/James_A._Michener","Doylestown, Pennsylvania",,
"http://dbpedia.org/resource/Leopoldo_Alas","Zamora, Spain",,
"http://dbpedia.org/resource/Anne_Holt","Larvik",,
"http://dbpedia.org/resource/Attoor_Ravi_Varma","Thrissur",,
"http://dbpedia.org/resource/Arifin_C._Noer","Cirebon",,
"http://dbpedia.org/resource/Cherith_Baldry","Lancaster, Lancashire",,
"http://dbpedia.org/resource/Jon_Pickens","Mishawaka, Indiana",,
"http://dbpedia.org/resource/Asbjørn_Øksendal","Mosjøen",,
"http://dbpedia.org/resource/Åsmund_Forfang","Orkdal",,
"http://dbpedia.org/resource/Alfred_Corn","Bainbridge, Georgia",,
"http://dbpedia.org/resource/Standish_James_O'Grady","County Cork",,
"http://dbpedia.org/resource/Bo_Yang","Kaifeng",,
"http://dbpedia.org/resource/Alfonso_Calderón","San Fernando, Chile",,
"http://dbpedia.org/resource/Alec_Butler","Cape Breton Island",,
"http://dbpedia.org/resource/Alecu_Donici","Donici",,
"http://dbpedia.org/resource/Alecu_Donici","Orhei District",,
"http://dbpedia.org/resource/Alexander_Vampilov","Cheremkhovo, Irkutsk Oblast",,
"http://dbpedia.org/resource/Alexander_Serafimovich","Don Host Oblast",,
"http://dbpedia.org/resource/Aleksandrs_Grīns","Kalna parish",,
"http://dbpedia.org/resource/Alexander_Gordon_(journalist)","Obninsk",,
"http://dbpedia.org/resource/Alexander_Polezhayev","Penza Governorate",,
"http://dbpedia.org/resource/Aleksandr_Vinogradov_(writer)","Tver Oblast",,
"http://dbpedia.org/resource/Alessandro_Verri","Habsburg Empire",,
"http://dbpedia.org/resource/Alex_Grant_(poet)","Inverclyde",,
"http://dbpedia.org/resource/Attilâ_İlhan","Menemen",,
"http://dbpedia.org/resource/Alexander_Carlyle","Cummertrees",,
"http://dbpedia.org/resource/Alexander_Carlyle","Dumfriesshire",,
"http://dbpedia.org/resource/Alexander_Ertel","Zadonsk",,
"http://dbpedia.org/resource/Volodymyr_Antonovych","Berdychiv",,
"http://dbpedia.org/resource/Alexander_Serafimovich","Stanitsa",,
"http://dbpedia.org/resource/Alexei_Mateevici","Căinari",,
"http://dbpedia.org/resource/Alexei_Potekhin","Kineshma",,
"http://dbpedia.org/resource/Günter_Grass","Wrzeszcz",,
"http://dbpedia.org/resource/Anne_Karin_Elstad","Halsa",,
"http://dbpedia.org/resource/Anne_Killigrew","St. Martin's Lane",,
"http://dbpedia.org/resource/Anne_Killigrew","St Martin's Lane",,
"http://dbpedia.org/resource/Anne_Whateley","Temple Grafton",,
"http://dbpedia.org/resource/Anni_Blomqvist","Vårdö",,
"http://dbpedia.org/resource/Anselme_Chiasson","Chéticamp, Nova Scotia",,
"http://dbpedia.org/resource/Atis_Kronvalds","Bunka parish",,
"http://dbpedia.org/resource/Atul_Chandra_Hazarika","Gauhati",,
"http://dbpedia.org/resource/Axel_Schock","Neckarbischofsheim",,
"http://dbpedia.org/resource/Baba_Punhan","Kürdəxanı",,
"http://dbpedia.org/resource/Babaji_Nath","Parmanpur",,
"http://dbpedia.org/resource/Vladimir_Mayakovsky","Baghdati",,
"http://dbpedia.org/resource/Bai_Juyi","Xinzheng",,
"http://dbpedia.org/resource/Balijepalli_Lakshmikantam","Bapatla",,
"http://dbpedia.org/resource/Baldev_Mishra","Bangaon, Bihar",,
"http://dbpedia.org/resource/Shaikhzada_Babich","Ufa Governorate",,
"http://dbpedia.org/resource/Anura_Horatious","Colombo",,
"http://dbpedia.org/resource/Alexander_Cordell","Colombo",,
"http://dbpedia.org/resource/Antonio_Porta_(author)","Vicenza",,
"http://dbpedia.org/resource/Alfonso_Gumucio_Dagron","Bolivia",,
"http://dbpedia.org/resource/Alfonso_Gumucio_Reyes","Bolivia",,
"http://dbpedia.org/resource/Alfonso_Gumucio_Reyes","Cochabamba",,
"http://dbpedia.org/resource/Anne_Legault","Lachine, Quebec",,
"http://dbpedia.org/resource/Arturo_Borja","Quito",,
"http://dbpedia.org/resource/Anne_de_La_Roche-Guilhem","Rouen",,
"http://dbpedia.org/resource/Alawiya_Sobh","Beirut",,
"http://dbpedia.org/resource/André_Chamson","Nîmes",,
"http://dbpedia.org/resource/Arif_Babayev","Baku",,
"http://dbpedia.org/resource/Chingiz_Abdullayev","Baku",,
"http://dbpedia.org/resource/Alaviyya_Babayeva","Baku",,
"http://dbpedia.org/resource/Baba_Punhan","Baku",,
"http://dbpedia.org/resource/Manuel_Maria_Barbosa_du_Bocage","Setúbal",,
"http://dbpedia.org/resource/László_Németh","Baia Mare",,
"http://dbpedia.org/resource/Alejandro_Dolina","Buenos Aires Province",,
"http://dbpedia.org/resource/Jalal_Barzanji","Erbil",,
"http://dbpedia.org/resource/Liang_Yusheng","Guangxi",,
"http://dbpedia.org/resource/Vsevolod_Ivanov","Pavlodar",,
"http://dbpedia.org/resource/Bai_Juyi","Taiyuan",,
"http://dbpedia.org/resource/Antonio_Pennacchi","Latina, Lazio",,
"http://dbpedia.org/resource/Alexander_Baron","Maidenhead",,
"http://dbpedia.org/resource/Eduard_Limonov","Nizhny Novgorod Oblast",,
"http://dbpedia.org/resource/Alexander_Serafimovich","Rostov Oblast",,
"http://dbpedia.org/resource/Alexander_Chekhov","Taganrog",,
"http://dbpedia.org/resource/Gyula_Illyés","Tolna County",,
"http://dbpedia.org/resource/Alexander_Turgenev","Ulyanovsk",,
"http://dbpedia.org/resource/Oliveira_Viana","Saquarema",,
"http://dbpedia.org/resource/Alfred_Gissing","Epsom",,
"http://dbpedia.org/resource/Ramesh_Chandra_Jha","Motihari",,
"http://dbpedia.org/resource/Grigore_Cugler","Neamţ County",,
"http://dbpedia.org/resource/Alawiya_Sobh","Beirut, Lebanon",,
"http://dbpedia.org/resource/Laird_Doyle","Ashley, Illinois",,
"http://dbpedia.org/resource/Ashig_Alasgar","Azat, Armenia",,
"http://dbpedia.org/resource/Alessandro_Striggio_the_Younger","Mantua",,
"http://dbpedia.org/resource/Arkady_Averchenko","Sevastopol",,
"http://dbpedia.org/resource/Arkady_Gornfeld","Sevastopol",,
"http://dbpedia.org/resource/Aldo_Busi","Montichiari",,
"http://dbpedia.org/resource/Attila_György","Miercurea Ciuc",,
"http://dbpedia.org/resource/Sharon_Pollock","Fredericton",,
"http://dbpedia.org/resource/Eduard_Limonov","Dzerzhinsk, Russia",,
"http://dbpedia.org/resource/Raffaello_Baldini","Santarcangelo di Romagna",,
"http://dbpedia.org/resource/John_Rivas","Aibonito, Puerto Rico",,
"http://dbpedia.org/resource/Chike_Obi","Anambra State",,
"http://dbpedia.org/resource/John_Rechy","El Paso",,
"http://dbpedia.org/resource/Babaji_Nath","Sambalpur",,
"http://dbpedia.org/resource/Alba_Calderón","Esmeraldas, Ecuador",,
"http://dbpedia.org/resource/Anuradha_Sharma_Pujari","Jorhat",,
"http://dbpedia.org/resource/Alexander_Artemiev","Cheboksary",,
"http://dbpedia.org/resource/Barbu_Nemțeanu","Călărași",,
"http://dbpedia.org/resource/Albert_Guinon","2nd arrondissement of Paris",,
"http://dbpedia.org/resource/Jacques_Prévert","Neuilly-sur-Seine",,
"http://dbpedia.org/resource/Tristane_Banon","Neuilly-sur-Seine",,
"http://dbpedia.org/resource/Balijepalli_Lakshmikantam","Guntur district",,
"http://dbpedia.org/resource/Muthukulam_Raghavan_Pillai","Alappuzha",,
"http://dbpedia.org/resource/Vijaya_Lakshmi_Pandit","Allahabad",,
"http://dbpedia.org/resource/Barun_Sengupta","Barisal",,
"http://dbpedia.org/resource/Palani_Bharathi","Karaikudi",,
"http://dbpedia.org/resource/Anuradha_Ramanan","Madras Presidency",,
"http://dbpedia.org/resource/Anuradha_Ramanan","Thanjavur",,
"http://dbpedia.org/resource/Yamada_Waka","Yokosuka, Kanagawa",,
"http://dbpedia.org/resource/Nathan_Alterman","Congress Poland",,
"http://dbpedia.org/resource/Alexandros_Rizos_Rangavis","Constantinople",,
"http://dbpedia.org/resource/Sándor_Petőfi","Austrian Empire",,
"http://dbpedia.org/resource/William_Wordsworth","Cumberland",,
"http://dbpedia.org/resource/Guillaume_Apollinaire","Kingdom of Italy (1861–1946)",,
"http://dbpedia.org/resource/Henry_Vaughan","Brecknockshire",,
"http://dbpedia.org/resource/Brian_Aldiss","East Dereham",,
"http://dbpedia.org/resource/Anne_Duguël","Ixelles",,
"http://dbpedia.org/resource/André_Chamson","Gard",,
"http://dbpedia.org/resource/Mirza_Alakbar_Sabir","Shamakhy",,
"http://dbpedia.org/resource/Anura_Horatious","Colombo, Sri Lanka",,
"http://dbpedia.org/resource/Tanwir_Phool","Muzaffarpur",,
"http://dbpedia.org/resource/Vladimir_Mayakovsky","Kutaisi Governorate",,
"http://dbpedia.org/resource/Gajanan_Digambar_Madgulkar","Sangli",,
"http://dbpedia.org/resource/Krushnaji_Prabhakar_Khadilkar","Sangli",,
"http://dbpedia.org/resource/Barbara_Neely","Lebanon, Pennsylvania",,
"http://dbpedia.org/resource/James_A._Michener","Bucks County, Pennsylvania",,
"http://dbpedia.org/resource/Anne_Laurel_Carter","Don Mills",,
"http://dbpedia.org/resource/Volodymyr_Antonovych","Kiev Governorate",,
"http://dbpedia.org/resource/Alexander_Stepanovich_Yakovlev","Volsk",,
"http://dbpedia.org/resource/Mihai_Eminescu","Moldavia",,
"http://dbpedia.org/resource/Barbara_Wiedemann","Somerville, New Jersey",,
"http://dbpedia.org/resource/Anni_Blomqvist","Grand Duchy of Finland",,
"http://dbpedia.org/resource/Rosa_Liksom","Lapland (Finland)",,
"http://dbpedia.org/resource/Asaf_Ali_Asghar_Fyzee","Bombay Presidency",,
"http://dbpedia.org/resource/Alexei_Sholokhov","Cherkessk",,
"http://dbpedia.org/resource/Mirza_Alakbar_Sabir","Shamakhi",,
"http://dbpedia.org/resource/Albert_Cossery","Cairo, Egypt",,
"http://dbpedia.org/resource/Vijaya_Lakshmi_Pandit","North-Western Provinces",,
"http://dbpedia.org/resource/Bakhtiyar_Vahabzadeh","Shaki, Azerbaijan",,
"http://dbpedia.org/resource/Bashir_Badr","Ayodhya",,
"http://dbpedia.org/resource/Arun_Kolatkar","Kolhapur",,
"http://dbpedia.org/resource/Jemal_Karchkhadze","Georgian SSR",,
"http://dbpedia.org/resource/Antonio_de_Ferraris","Apulia",,
"http://dbpedia.org/resource/Madhu_Muttam","Haripad",,
"http://dbpedia.org/resource/Duiliu_Zamfirescu","Vrancea County",,
"http://dbpedia.org/resource/Günter_Grass","Free City of Danzig",,
"http://dbpedia.org/resource/Jamal_Hussein_Ali","Al Basrah",,
"http://dbpedia.org/resource/Francišak_Bahuševič","Vilna Governorate",,
"http://dbpedia.org/resource/Viktor_Suvorov","Primorsky Krai",,
"http://dbpedia.org/resource/Ivan_Yefremov","Saint Petersburg Governorate",,
"http://dbpedia.org/resource/Alexander_Stepanovich_Yakovlev","Saratov Governorate",,
"http://dbpedia.org/resource/Dacia_Maraini","Fiesole",,
"http://dbpedia.org/resource/Anvar_Mammadkhanli","Goychay (city)",,
"http://dbpedia.org/resource/Muthukulam_Raghavan_Pillai","Kerala State",,
"http://dbpedia.org/resource/Annie_Finch","New York (U.S. state)",,
"http://dbpedia.org/resource/Wilbert_Awdry","Ampfield",,
"http://dbpedia.org/resource/Wilbert_Awdry","Romsey",,
"http://dbpedia.org/resource/Sholem_Aleichem","Pereiaslav-Khmelnytskyi",,
"http://dbpedia.org/resource/Sigrid_Undset","Kalundborg",,
"http://dbpedia.org/resource/Balendin_Enbeita","Muxika",,
"http://dbpedia.org/resource/Helmut_Baierl","Rumburk",,
"http://dbpedia.org/resource/Arjen_Arî","Nusaybin",,
"http://dbpedia.org/resource/Auberon_Waugh","Dulverton",,
"http://dbpedia.org/resource/Gajanan_Digambar_Madgulkar","Atpadi",,
"http://dbpedia.org/resource/Rubén_Darío","Matagalpa",,
"http://dbpedia.org/resource/Standish_James_O'Grady","Castletown, County Cork",,
"http://dbpedia.org/resource/Shmuel_Ben-Artzi","Biłgoraj",,
"http://dbpedia.org/resource/William_Wordsworth","Cockermouth",,
"http://dbpedia.org/resource/Bo_Yang","Republic of China (1912-49)",,
"http://dbpedia.org/resource/Pedro_Antonio_de_Alarcón","Kingdom of Granada (Crown of Castile)",,
"http://dbpedia.org/resource/Francišak_Bahuševič","Vilnius District Municipality",,
"http://dbpedia.org/resource/Per_Daniel_Amadeus_Atterbom","Boxholm Municipality",,
"http://dbpedia.org/resource/Patrick_Hamilton_(writer)","Hassocks",,
"http://dbpedia.org/resource/Pattukkottai_Prabakar","Pattukkottai",,
"http://dbpedia.org/resource/Palani_Bharathi","Sivaganga",,
"http://dbpedia.org/resource/Martin_H._Greenberg","South Beach, Florida",,
"http://dbpedia.org/resource/Lucy_Maud_Montgomery","New London, Prince Edward Island",,
"http://dbpedia.org/resource/Ivan_Yefremov","Gatchinsky District",,
"http://dbpedia.org/resource/Rosa_Liksom","Ylitornio",,
"http://dbpedia.org/resource/Ivan_Yefremov","Vyritsa",,
"http://dbpedia.org/resource/Panait_Cerna","Cerna, Tulcea",,
"http://dbpedia.org/resource/Duiliu_Zamfirescu","Dumbrăveni, Vrancea",,
"http://dbpedia.org/resource/Rubén_Darío","Ciudad Darío",,
"http://dbpedia.org/resource/Henry_Vaughan","Llansantffraed",,
"http://dbpedia.org/resource/Yamada_Waka","Yokosuka (city)",,
"http://dbpedia.org/resource/Margaret_Oliphant","Wallyford",,
"http://dbpedia.org/resource/Grigore_Cugler","Roznov, Neamţ",,
"http://dbpedia.org/resource/Gyula_Illyés","Sárszentlőrinc",,
"http://dbpedia.org/resource/Jennifer_A._Nielsen","Northern Utah",,
