"a","birthPlaceLabel","nationalityLabel","deathPlaceLabel"
"http://dbpedia.org/resource/Jemal_Karchkhadze","Shukhuti",,
"http://dbpedia.org/resource/Sándor_Petőfi","Kiskőrös",,
"http://dbpedia.org/resource/Volodymyr_Antonovych","Makhnivka, Koziatyn Raion",,
"http://dbpedia.org/resource/Volodymyr_Antonovych","Makhnovka (Komsomolske Village)",,
"http://dbpedia.org/resource/Liang_Yusheng","Mengshan County",,
"http://dbpedia.org/resource/Matthias_Claudius","Reinfeld, Holstein",,
"http://dbpedia.org/resource/László_Németh","Nagybánya",,
"http://dbpedia.org/resource/Léon_Bloy","Notre-Dame-de-Sanilhac",,
"http://dbpedia.org/resource/Sherman_Alexie","Wellpinit, Washington",,
"http://dbpedia.org/resource/Muthukulam_Raghavan_Pillai","Muthukulam",,
"http://dbpedia.org/resource/Anne_Holm","http://wikidata.dbpedia.org/resource/Q344560",,
"http://dbpedia.org/resource/Anwar_Pirzada","http://dbpedia.org/resource/Balhreji,_Larkana",,
"http://dbpedia.org/resource/Gerd_Nyquist","http://wikidata.dbpedia.org/resource/Q21711493",,
"http://dbpedia.org/resource/Homero_Aridjis","http://dbpedia.org/resource/Contepec",,
"http://dbpedia.org/resource/Arjen_Arî","http://dbpedia.org/resource/Nisêbîn",,
"http://dbpedia.org/resource/Arjen_Arî","http://dbpedia.org/resource/Çalê",,
"http://dbpedia.org/resource/Vsevolod_Ivanov","http://dbpedia.org/resource/Akku,_Kazakhstan",,
"http://dbpedia.org/resource/Kumaran_Asan","http://dbpedia.org/resource/Kaayikkara",,
"http://dbpedia.org/resource/Albert_Henrik_Mohn","http://wikidata.dbpedia.org/resource/Q4570712",,
"http://dbpedia.org/resource/Aleksandr_Vinogradov_(writer)","http://dbpedia.org/resource/Skrylevo",,
"http://dbpedia.org/resource/Aleksandrs_Grīns","http://wikidata.dbpedia.org/resource/Q16352993",,
"http://dbpedia.org/resource/Alexander_Radishchev","http://wikidata.dbpedia.org/resource/Q4387721",,
"http://dbpedia.org/resource/Alexander_Artemiev","http://dbpedia.org/resource/Toore_Vyla",,
"http://dbpedia.org/resource/Annette_Tison","http://wikidata.dbpedia.org/resource/Q3140991",,
"http://dbpedia.org/resource/Shaikhzada_Babich","http://wikidata.dbpedia.org/resource/Q1060472",,
"http://dbpedia.org/resource/Barbro_Lindgren","http://wikidata.dbpedia.org/resource/Q926728",,
"http://dbpedia.org/resource/Anne_Coventry,_Countess_of_Coventry_(1673–1763)",,,
"http://dbpedia.org/resource/Anne_Dandurand",,,
"http://dbpedia.org/resource/Anne_Eggebroten",,,
"http://dbpedia.org/resource/Anne_F._Garréta",,,
"http://dbpedia.org/resource/Anne_Flett-Giordano",,,
"http://dbpedia.org/resource/Anne_Fortier",,,
"http://dbpedia.org/resource/Anne_Grete_Hollup",,,
"http://dbpedia.org/resource/Anne_H._Ehrlich",,,
"http://dbpedia.org/resource/Anne_Hege_Simonsen",,,
"http://dbpedia.org/resource/Anne_Hollingsworth_Wharton",,,
"http://dbpedia.org/resource/Anne_Hooper",,,
"http://dbpedia.org/resource/Anne_Hunter_Popkin",,,
"http://dbpedia.org/resource/Charles_Annandale",,,
"http://dbpedia.org/resource/George_Howe_Colt",,,
"http://dbpedia.org/resource/Georgia_Blain",,,
"http://dbpedia.org/resource/Gro_Holm",,,
"http://dbpedia.org/resource/Johan_J._Jakobsen",,,
"http://dbpedia.org/resource/Josh_Klausner",,,
"http://dbpedia.org/resource/Lars_Helle",,,
"http://dbpedia.org/resource/Lupus_Protospatharius",,,
"http://dbpedia.org/resource/Rune_Belsvik",,,
"http://dbpedia.org/resource/Annie_Fox_(author)",,,
"http://dbpedia.org/resource/Annie_Lee_Rees",,,
"http://dbpedia.org/resource/Annie_Payson_Call",,,
"http://dbpedia.org/resource/Catherine_Jones_(novelist)",,,
"http://dbpedia.org/resource/Primeval",,,
"http://dbpedia.org/resource/Antonio_Negri_(poet)",,,
"http://dbpedia.org/resource/Anurag_Mathur",,,
"http://dbpedia.org/resource/Anwar_Farrukhabadi",,,
"http://dbpedia.org/resource/Aodán_Mac_Póilin",,,
"http://dbpedia.org/resource/Fuyue_Anzai",,,
"http://dbpedia.org/resource/Laura_J._Burns",,,
"http://dbpedia.org/resource/Melinda_Metz",,,
"http://dbpedia.org/resource/April_Blair",,,
"http://dbpedia.org/resource/April_Halprin_Wayland",,,
"http://dbpedia.org/resource/Jessica_Bendinger",,,
"http://dbpedia.org/resource/Aries_Keck",,,
"http://dbpedia.org/resource/Arild_Haga",,,
"http://dbpedia.org/resource/Omar_Ali-Shah",,,
"http://dbpedia.org/resource/Arja_Salafranca",,,
"http://dbpedia.org/resource/Arlene_Hunt",,,
"http://dbpedia.org/resource/Arlene_Perly_Rae",,,
"http://dbpedia.org/resource/Peter_Ruber",,,
"http://dbpedia.org/resource/Samaresh_Majumdar",,,
"http://dbpedia.org/resource/Arnab_Jan_Deka",,,
"http://dbpedia.org/resource/Arnaud_Chaffanjon",,,
"http://dbpedia.org/resource/Arne_Espeland",,,
"http://dbpedia.org/resource/Jesse_Decker",,,
"http://dbpedia.org/resource/Arturo_Jauretche",,,
"http://dbpedia.org/resource/Arun_Joshi",,,
"http://dbpedia.org/resource/Larry_Garrison",,,
"http://dbpedia.org/resource/Sharmin_Ali",,,
"http://dbpedia.org/resource/Stuart_Morgan_(art_critic)",,,
"http://dbpedia.org/resource/Asaga",,,
"http://dbpedia.org/resource/Asbjørn_Engen",,,
"http://dbpedia.org/resource/Pj_Perez",,,
"http://dbpedia.org/resource/Asif_Currimbhoy",,,
"http://dbpedia.org/resource/Asiimwe_Deborah_GKashugi",,,
"http://dbpedia.org/resource/Asim_Mahmood",,,
"http://dbpedia.org/resource/Aslaug_Låstad_Lygre",,,
"http://dbpedia.org/resource/Madalyn_Aslan",,,
"http://dbpedia.org/resource/Michaela_Reid",,,
"http://dbpedia.org/resource/Derek_Hockridge",,,
"http://dbpedia.org/resource/Åsta_Holth",,,
"http://dbpedia.org/resource/Scott_M._Gimple",,,
"http://dbpedia.org/resource/Seanbaby",,,
"http://dbpedia.org/resource/Brown_Holmes",,,
"http://dbpedia.org/resource/2015_World_Championships_in_Athletics_–_Women's_4_×_100_metres_relay",,,
"http://dbpedia.org/resource/Joe_Turner_(writer)",,,
"http://dbpedia.org/resource/Alan_Woo",,,
"http://dbpedia.org/resource/Albert_Carlos_Bates",,,
"http://dbpedia.org/resource/Albert_E._Van_Dusen",,,
"http://dbpedia.org/resource/Albert_Falvey_Webster",,,
"http://dbpedia.org/resource/Albert_Ghica",,,
"http://dbpedia.org/resource/Albert_Tobias_Clay",,,
"http://dbpedia.org/resource/Edgar_Phillips",,,
"http://dbpedia.org/resource/John_Dyfnallt_Owen",,,
"http://dbpedia.org/resource/Alberto_de_Angelis",,,
"http://dbpedia.org/resource/Alberto_de_Meneses_Rodrigues",,,
"http://dbpedia.org/resource/Alberto_de_Noronha",,,
"http://dbpedia.org/resource/Alejandro_Barrero_Santiago",,,
"http://dbpedia.org/resource/Gregory_S._Aldrete",,,
"http://dbpedia.org/resource/Heidi_Harley",,,
"http://dbpedia.org/resource/Michael_Aldred",,,
"http://dbpedia.org/resource/Siôn_Aled_Owen",,,
"http://dbpedia.org/resource/Aleksandre_Tarsaidze",,,
"http://dbpedia.org/resource/Aleksei_Bibik",,,
"http://dbpedia.org/resource/Alex_Blumberg",,,
"http://dbpedia.org/resource/Alex_Ebel",,,
"http://dbpedia.org/resource/Ashes_to_Ashes_(TV_series)",,,
"http://dbpedia.org/resource/Erica_Messer",,,
"http://dbpedia.org/resource/Marc_Moss",,,
"http://dbpedia.org/resource/Alexander_Bathgate",,,
"http://dbpedia.org/resource/Alexander_Dinelaris_Jr.",,,
"http://dbpedia.org/resource/Alexander_Don",,,
"http://dbpedia.org/resource/Alexander_Drummond_(consul)",,,
"http://dbpedia.org/resource/Arthur_fforde",,,
"http://dbpedia.org/resource/William_Minto",,,
"http://dbpedia.org/resource/Alexander_Reid_(playwright)",,,
"http://dbpedia.org/resource/Alexander_Rose_(author)",,,
"http://dbpedia.org/resource/Alexander_Watson_(historian)",,,
"http://dbpedia.org/resource/Alexander_Whisker",,,
"http://dbpedia.org/resource/Alfred_Amory_George",,,
"http://dbpedia.org/resource/Alfred_Augustus_Grace",,,
"http://dbpedia.org/resource/Alfred_Beesley",,,
"http://dbpedia.org/resource/Alfred_Blau",,,
"http://dbpedia.org/resource/Alfred_George_Horton",,,
"http://dbpedia.org/resource/Alfred_H._Bellot",,,
"http://dbpedia.org/resource/Alfred_H._Bill",,,
"http://dbpedia.org/resource/Alfred_Machin_(writer)",,,
"http://dbpedia.org/resource/Alfred_Yuson",,,
"http://dbpedia.org/resource/Yda_Hillis_Addis",,,
"http://dbpedia.org/resource/Alternative_versions_of_Mary_Jane_Watson",,,
"http://dbpedia.org/resource/Anne_King_Gregorie",,,
"http://dbpedia.org/resource/Anne_Lindbergh",,,
"http://dbpedia.org/resource/Anne_Mackenzie_(writer)",,,
"http://dbpedia.org/resource/Anne_Marie_Forrest",,,
"http://dbpedia.org/resource/Anne_Murray_(gentlewoman)",,,
"http://dbpedia.org/resource/Anne_Oterholm",,,
"http://dbpedia.org/resource/Anne_Petrie",,,
"http://dbpedia.org/resource/Anne_Raikes_Harding",,,
"http://dbpedia.org/resource/Anne_Ripley_Smith",,,
"http://dbpedia.org/resource/Anne_Shannon_Monroe",,,
"http://dbpedia.org/resource/Anne_Valente",,,
"http://dbpedia.org/resource/Anne_Von_Bertouch",,,
"http://dbpedia.org/resource/Anne_Wagner",,,
"http://dbpedia.org/resource/Anne_Walker_(architectural_historian)",,,
"http://dbpedia.org/resource/Annette_Groth_(journalist)",,,
"http://dbpedia.org/resource/Annette_Meakin",,,
"http://dbpedia.org/resource/Annette_Michelson",,,
"http://dbpedia.org/resource/Annette_Saint-Pierre",,,
"http://dbpedia.org/resource/Linda_Gray_Sexton",,,
"http://dbpedia.org/resource/Mabel_Esther_Allan",,,
"http://dbpedia.org/resource/Anosh_Irani",,,
"http://dbpedia.org/resource/Anrakuan_Sakuden",,,
"http://dbpedia.org/resource/Anselm_Audley",,,
"http://dbpedia.org/resource/Anselmo_Suárez_y_Romero",,,
"http://dbpedia.org/resource/Elizabeth_Aston",,,
"http://dbpedia.org/resource/J._R._Orci",,,
"http://dbpedia.org/resource/James_Cary_(writer)",,,
"http://dbpedia.org/resource/Arofan",,,
"http://dbpedia.org/resource/Aron_Eli_Coleite",,,
"http://dbpedia.org/resource/Aroon_Raman",,,
"http://dbpedia.org/resource/David_Nevins_(television_producer)",,,
"http://dbpedia.org/resource/David_Titcher",,,
"http://dbpedia.org/resource/Arthur_Alphin",,,
"http://dbpedia.org/resource/Arthur_Bloch",,,
"http://dbpedia.org/resource/Arthur_Bowie_Chrisman",,,
"http://dbpedia.org/resource/Charles_Finger",,,
"http://dbpedia.org/resource/Ed_Whitmore",,,
"http://dbpedia.org/resource/Attilio_Gatti",,,
"http://dbpedia.org/resource/Daisy_Waugh",,,
"http://dbpedia.org/resource/Harriet_Auber",,,
"http://dbpedia.org/resource/Axel_Sømme",,,
"http://dbpedia.org/resource/Suraj_Sanim",,,
"http://dbpedia.org/resource/Barbara_%22BJ%22_Gallagher_Hateley",,,
"http://dbpedia.org/resource/BabelCon",,,
"http://dbpedia.org/resource/Babette_Brown",,,
"http://dbpedia.org/resource/Geoffrey_Atherden",,,
"http://dbpedia.org/resource/Jaideep_Varma",,,
"http://dbpedia.org/resource/Joseph_Park_Babcock",,,
"http://dbpedia.org/resource/Magali_Babin",,,
"http://dbpedia.org/resource/Rotimi_Babatunde",,,
"http://dbpedia.org/resource/Shivarudra_Balayogi",,,
"http://dbpedia.org/resource/Baek_Minseok",,,
"http://dbpedia.org/resource/Baermann_of_Limburg",,,
"http://dbpedia.org/resource/Govind_Ballal_Deval",,,
"http://dbpedia.org/resource/Baldev_Singh_(author)",,,
"http://dbpedia.org/resource/Gloria_Barberi",,,
"http://dbpedia.org/resource/Barbara_O'Neal",,,
"http://dbpedia.org/resource/Barbara_Ovstedal",,,
"http://dbpedia.org/resource/Barbara_Ramusack",,,
"http://dbpedia.org/resource/Barbara_Sher",,,
"http://dbpedia.org/resource/Barbara_Smucker",,,
"http://dbpedia.org/resource/Barbara_Stern_Burstin",,,
"http://dbpedia.org/resource/Barbara_Vernon_(writer)",,,
"http://dbpedia.org/resource/Barbarina_Brand",,,
"http://dbpedia.org/resource/Bärbel_Mohr",,,
"http://dbpedia.org/resource/Richard_Barber",,,
"http://dbpedia.org/resource/Tom_Barbash",,,
"http://dbpedia.org/resource/Wilson_Follett",,,
"http://dbpedia.org/resource/Barton_Bernstein",,,
"http://dbpedia.org/resource/Afsar_Maudoodi",,"Indian",
"http://dbpedia.org/resource/Agnes_Maule_Machar","Kingston, Ontario","Canadian","Kingston, Ontario"
"http://dbpedia.org/resource/A._E._W._Mason","London","British","London, England"
"http://dbpedia.org/resource/Carla_Emery","Los Angeles","American","Odessa, Texas"
"http://dbpedia.org/resource/Carla_Emery","Los Angeles, California","American","Odessa, Texas"
"http://dbpedia.org/resource/Louis_Aragon","Paris","French","Paris"
"http://dbpedia.org/resource/Baynard_Kendrick","Philadelphia","American","Ocala, Florida"
"http://dbpedia.org/resource/Norbert_Blei","Chicago","American","Sister Bay, Wisconsin"
"http://dbpedia.org/resource/Dion_Boucicault","Dublin","Irish","New York City, United States"
"http://dbpedia.org/resource/A._J._M._Smith","Montreal","Canadian","East Lansing, Michigan"
"http://dbpedia.org/resource/A._E._W._Mason","Dulwich","British","London, England"
"http://dbpedia.org/resource/A._E._van_Vogt","Winnipeg","Canadian","Los Angeles, California, US"
"http://dbpedia.org/resource/Juan_Donoso_Cortés","Don Benito","Spanish","Paris, France"
"http://dbpedia.org/resource/Jay_Presson_Allen","San Angelo, Texas","American","New York City, New York, U.S."
"http://dbpedia.org/resource/Charles_Phillip_Brown","Kolkata","British","London"
"http://dbpedia.org/resource/Charles_Phillip_Brown","Calcutta","British","London"
"http://dbpedia.org/resource/Henry_Bellamann","Fulton, Missouri","American","New York City, U.S."
"http://dbpedia.org/resource/Dorothy_Parker","Long Branch, New Jersey","American","New York City, New York, U.S."
"http://dbpedia.org/resource/A._E._van_Vogt","Gretna, Manitoba","Canadian","Los Angeles, California, US"
"http://dbpedia.org/resource/Brion_Gysin","Taplow","British/Canadian","Paris, France"
"http://dbpedia.org/resource/Juan_Donoso_Cortés","Valle de la Serena","Spanish","Paris, France"
"http://dbpedia.org/resource/C.F._Russell",,"American","California"
"http://dbpedia.org/resource/Charlie_Vázquez","Bronx, New York","American",
"http://dbpedia.org/resource/Nancy_Kress","Buffalo, New York","American",
"http://dbpedia.org/resource/Louise_Mack","Hobart","Australian",
"http://dbpedia.org/resource/Carl_Muller","Kandy","Sri Lankan",
"http://dbpedia.org/resource/Ashfaq_Hussain","Karachi","Canadian",
"http://dbpedia.org/resource/Arthur_Hugh_Clough","Liverpool","British",
"http://dbpedia.org/resource/John_Birmingham","Liverpool","Australian",
"http://dbpedia.org/resource/Beryl_Bainbridge","Liverpool","British",
"http://dbpedia.org/resource/Carla_Lane","Liverpool","British",
"http://dbpedia.org/resource/Deb_Cox","Melbourne","Australian",
"http://dbpedia.org/resource/Eric_L._Harry","Mississippi","American",
"http://dbpedia.org/resource/William_W._Johnstone","Missouri","American",
"http://dbpedia.org/resource/A._R._Ammons","North Carolina","American",
"http://dbpedia.org/resource/Heidi_Julavits","Portland, Maine","American",
"http://dbpedia.org/resource/Ashfaq_Hussain","Sindh","Canadian",
"http://dbpedia.org/resource/Beka_Kurkhuli","Tbilisi","Georgian",
"http://dbpedia.org/resource/Makhdoom_Mohiuddin","Telangana","Indian",
"http://dbpedia.org/resource/Diane_Stanley","Abilene, Texas","American",
"http://dbpedia.org/resource/Norman_Bridwell","Kokomo, Indiana","American",
"http://dbpedia.org/resource/Nicholas_A._Basbanes","Lowell, Massachusetts","American",
"http://dbpedia.org/resource/Osório_Duque-Estrada","Rio de Janeiro (state)","Brazilian",
"http://dbpedia.org/resource/Carlos_G._Vallés","Logroño","Indian, Spanish",
"http://dbpedia.org/resource/C._E._Murphy","Kenai, Alaska","American",
"http://dbpedia.org/resource/Charlotte_Bingham","Haywards Heath","British",
"http://dbpedia.org/resource/A._R._Ammons","Whiteville, North Carolina","American",
"http://dbpedia.org/resource/Jeff_Mariotte","Park Forest, Illinois","American",
"http://dbpedia.org/resource/William_Sleator","Havre de Grace, Maryland","American",
"http://dbpedia.org/resource/A._J._Quinnell","Warwickshire","British",
"http://dbpedia.org/resource/A.B.C._Whipple","Glen Falls, New York","United States of America",
"http://dbpedia.org/resource/Salvator_Gotta","Piedmont","Italian",
"http://dbpedia.org/resource/Pierre_Berton","Whitehorse, Yukon","Canadian",
"http://dbpedia.org/resource/Lorene_Scafaria","Holmdel Township, New Jersey","American",
"http://dbpedia.org/resource/Rita_Mae_Brown","Hanover, Pennsylvania","American",
"http://dbpedia.org/resource/Gail_Jones","Harvey, Western Australia","Australian",
"http://dbpedia.org/resource/Terence_McKenna","Paonia, Colorado","American",
"http://dbpedia.org/resource/C._D._Payne","Akron, Ohio","American",
"http://dbpedia.org/resource/C._K._Stead","Auckland","New Zealand",
"http://dbpedia.org/resource/Apostolos_Doxiadis","Australia","Greek, Australian",
"http://dbpedia.org/resource/J._California_Cooper","Berkeley, California","American",
"http://dbpedia.org/resource/Frank_Chin","Berkeley, California","American",
"http://dbpedia.org/resource/Kenneth_Oppel","British Columbia","Canadian",
"http://dbpedia.org/resource/Caitlin_Rother","Canada","Canadian",
"http://dbpedia.org/resource/Frederick_Kohner","Czech Republic","American",
"http://dbpedia.org/resource/Ben_Macintyre","England","British",
"http://dbpedia.org/resource/Robert_Bridges","England","British",
"http://dbpedia.org/resource/Bastien_Lecouffe-Deharme","France","French",
"http://dbpedia.org/resource/Fred_Vargas","France","French",
"http://dbpedia.org/resource/René_Bazin","France","French",
"http://dbpedia.org/resource/Gary_Gygax","Illinois","United States",
"http://dbpedia.org/resource/Agnes_Giberne","India","English",
"http://dbpedia.org/resource/Amos_Bar","Israel","Israeli",
"http://dbpedia.org/resource/Gen_Urobuchi","Japan","Japanese",
"http://dbpedia.org/resource/Colin_Dann","London","British",
"http://dbpedia.org/resource/Joe_Penhall","London","British",
"http://dbpedia.org/resource/Maurice_Baring","London","British",
"http://dbpedia.org/resource/Tom_McCarthy_(novelist)","London","British",
"http://dbpedia.org/resource/Jonathan_Cainer","London","British",
"http://dbpedia.org/resource/M._J._Hyland","London","British",
"http://dbpedia.org/resource/A._A._Milne","London","British",
"http://dbpedia.org/resource/Edward_Arber","London","British",
"http://dbpedia.org/resource/Mark_Bence-Jones","London","Irish/English",
"http://dbpedia.org/resource/Brigid_Brophy","London","British",
"http://dbpedia.org/resource/Charles_Williams_(British_writer)","London","English",
"http://dbpedia.org/resource/Jonah_Lehrer","Los Angeles","American",
"http://dbpedia.org/resource/Anne_Rice","Louisiana","American",
"http://dbpedia.org/resource/Amol_Redij","Mumbai","India",
"http://dbpedia.org/resource/Anne_Rice","New Orleans","American",
"http://dbpedia.org/resource/Naomi_Novik","New York (state)","American",
"http://dbpedia.org/resource/Hubert_Selby_Jr.","New York (state)","American",
"http://dbpedia.org/resource/Dave_Meltzer","New York (state)","American",
"http://dbpedia.org/resource/A.B.C._Whipple","New York (state)","United States of America",
"http://dbpedia.org/resource/Jonathan_Lethem","New York (state)","American",
"http://dbpedia.org/resource/Earl_Alonzo_Brininstool","New York (state)","American",
"http://dbpedia.org/resource/Naomi_Novik","New York City","American",
"http://dbpedia.org/resource/Robert_Brustein","New York City","American",
"http://dbpedia.org/resource/Daniel_Hoffman","New York City","United States",
"http://dbpedia.org/resource/Howard_Korder","New York City","American",
"http://dbpedia.org/resource/Lewis_Mumford","New York City","American",
"http://dbpedia.org/resource/L._Sprague_de_Camp","New York City","American",
"http://dbpedia.org/resource/Dave_Meltzer","New York City","American",
"http://dbpedia.org/resource/Alice_McDermott","New York City","American",
"http://dbpedia.org/resource/Claudia_Gray","New York City","American",
"http://dbpedia.org/resource/Robert_Sheckley","New York City","American",
"http://dbpedia.org/resource/Jonathan_Lethem","New York City","American",
"http://dbpedia.org/resource/Barry_N._Malzberg","New York City","United States",
"http://dbpedia.org/resource/Adèle_Toussaint-Samson","Paris","French",
"http://dbpedia.org/resource/George_Steiner","Paris","French, American",
